v1,v2
1,"['last', 'chance', 'claim', 'ur', 'ã', 'â', 'worth', 'of', 'discount', 'vouchers', 'today', 'text', 'shop', 'to', 'now', 'savamob', 'offers', 'mobile', 't', 'cs', 'savamob', 'pobox', 'muz', 'ã', 'â', 'sub']"
0,"['k', 'sure', 'am', 'in', 'my', 'relatives', 'home', 'sms', 'me', 'de', 'pls']"
0,"['the', 'lay', 'man', 'just', 'to', 'let', 'you', 'know', 'you', 'are', 'missed', 'and', 'thought', 'off', 'do', 'have', 'a', 'great', 'day', 'and', 'if', 'you', 'can', 'send', 'me', 'bimbo', 'and', 'ugo', 's', 'numbers', 'ill', 'appreciate', 'safe']"
0,"['when', 'you', 'get', 'free', 'call', 'me']"
0,"['good', 'afternoon', 'my', 'love', 'any', 'job', 'prospects', 'are', 'you', 'missing', 'me', 'what', 'do', 'you', 'do', 'are', 'you', 'being', 'lazy', 'and', 'bleak', 'hmmm', 'or', 'happy', 'and', 'filled', 'with', 'my', 'love']"
0,"['do', 'thing', 'change', 'that', 'sentence', 'into', 'because', 'i', 'want', 'concentrate', 'in', 'my', 'educational', 'career', 'im', 'leaving', 'here']"
0,"['hmm', 'yeah', 'if', 'your', 'not', 'too', 'grooved', 'out', 'and', 'im', 'looking', 'forward', 'to', 'my', 'pound', 'special']"
0,"['i', 'thk', 'shd', 'be', 'ok', 'he', 'said', 'plus', 'minus', 'did', 'ã', '_', 'leave', 'a', 'line', 'in', 'between', 'paragraphs']"
0,"['ladies', 'first', 'and', 'genus', 'second', 'k']"
0,"['alright', 'i', 'have', 'a', 'new', 'goal', 'now']"
0,"['ok', 'no', 'prob', 'i', 'll', 'come', 'after', 'lunch', 'then']"
0,"['i', 'want', 'to', 'sent', 'lt', 'gt', 'mesages', 'today', 'thats', 'y', 'sorry', 'if', 'i', 'hurts']"
0,"['not', 'directly', 'behind', 'abt', 'rows', 'behind', 'ã', '_']"
0,"['k', 'can', 'i', 'pick', 'up', 'another', 'th', 'when', 'you', 're', 'done']"
0,"['a', 'boy', 'loved', 'a', 'gal', 'he', 'propsd', 'bt', 'she', 'didnt', 'mind', 'he', 'gv', 'lv', 'lttrs', 'bt', 'her', 'frnds', 'threw', 'thm', 'again', 'd', 'boy', 'decided', 'aproach', 'd', 'gal', 'dt', 'time', 'a', 'truck', 'was', 'speeding', 'towards', 'd', 'gal', 'wn', 'it', 'was', 'about', 'hit', 'd', 'girl', 'd', 'boy', 'ran', 'like', 'hell', 'n', 'saved', 'her', 'she', 'asked', 'hw', 'cn', 'u', 'run', 'so', 'fast', 'd', 'boy', 'replied', 'boost', 'is', 'd', 'secret', 'of', 'my', 'energy', 'n', 'instantly', 'd', 'girl', 'shouted', 'our', 'energy', 'n', 'thy', 'lived', 'happily', 'gthr', 'drinking', 'boost', 'evrydy', 'moral', 'of', 'd', 'story', 'i', 'hv', 'free', 'msgs', 'd', 'gud', 'ni']"
0,"['hi', 'you', 'just', 'spoke', 'to', 'maneesha', 'v', 'we', 'd', 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience', 'reply', 'toll', 'free', 'with', 'yes', 'or', 'no']"
1,"['private', 'your', 'account', 'statement', 'for', 'shows', 'unredeemed', 'bonus', 'points', 'to', 'claim', 'call', 'identifier', 'code', 'expires']"
0,"['are', 'you', 'planning', 'to', 'come', 'chennai']"
0,"['huh', 'y', 'lei']"
0,"['k', 'fyi', 'i', 'm', 'back', 'in', 'my', 'parents', 'place', 'in', 'south', 'tampa', 'so', 'i', 'might', 'need', 'to', 'do', 'the', 'deal', 'somewhere', 'else']"
1,"['you', 'have', 'won', 'a', 'ã', 'â', 'price', 'to', 'claim', 'call']"
0,"['id', 'have', 'to', 'check', 'but', 'there', 's', 'only', 'like', 'bowls', 'worth', 'left']"
0,"['lovely', 'smell', 'on', 'this', 'bus', 'and', 'it', 'ain', 't', 'tobacco']"
1,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'a', 'ukp', 'prize', 'guaranteed', 'call', 'from', 'landline', 'claim', 'valid', 'hrs', 'only', 'ppm']"
0,"['some', 'of', 'them', 'told', 'accenture', 'is', 'not', 'confirm', 'is', 'it', 'true']"
0,"['the', 'world', 'is', 'running', 'and', 'i', 'am', 'still', 'maybe', 'all', 'are', 'feeling', 'the', 'same', 'so', 'be', 'it', 'or', 'i', 'have', 'to', 'admit', 'i', 'am', 'mad', 'then', 'where', 'is', 'the', 'correction', 'or', 'let', 'me', 'call', 'this', 'is', 'life', 'and', 'keep', 'running', 'with', 'the', 'world', 'may', 'be', 'u', 'r', 'also', 'running', 'lets', 'run']"
0,"['ok', 'enjoy', 'r', 'u', 'there', 'in', 'home']"
0,"['why', 'don', 't', 'you', 'go', 'tell', 'your', 'friend', 'you', 're', 'not', 'sure', 'you', 'want', 'to', 'live', 'with', 'him', 'because', 'he', 'smokes', 'too', 'much', 'then', 'spend', 'hours', 'begging', 'him', 'to', 'come', 'smoke']"
0,"['yeah', 'confirmed', 'for', 'you', 'staying', 'at', 'that', 'weekend']"
0,"['i', 'am', 'late', 'i', 'will', 'be', 'there', 'at']"
0,"['nothing', 'i', 'meant', 'that', 'once', 'the', 'money', 'enters', 'your', 'account', 'here', 'the', 'bank', 'will', 'remove', 'its', 'flat', 'rate', 'someone', 'transfered', 'lt', 'gt', 'to', 'my', 'account', 'and', 'lt', 'gt', 'dollars', 'got', 'removed', 'so', 'the', 'banks', 'differ', 'and', 'charges', 'also', 'differ', 'be', 'sure', 'you', 'trust', 'the', 'ja', 'person', 'you', 'are', 'sending', 'account', 'details', 'to', 'cos']"
0,"['depends', 'on', 'individual', 'lor', 'e', 'hair', 'dresser', 'say', 'pretty', 'but', 'my', 'parents', 'say', 'look', 'gong', 'u', 'kaypoh', 'i', 'also', 'dunno', 'wat', 'she', 'collecting']"
0,"['great', 'p', 'diddy', 'is', 'my', 'neighbor', 'and', 'comes', 'for', 'toothpaste', 'every', 'morning']"
1,"['free', 'message', 'thanks', 'for', 'using', 'the', 'auction', 'subscription', 'service', 'p', 'msgrcvd', 'skip', 'an', 'auction', 'txt', 'out', 'unsubscribe', 'txt', 'stop', 'customercare']"
0,"['ok', 'darlin', 'i', 'supose', 'it', 'was', 'ok', 'i', 'just', 'worry', 'too', 'much', 'i', 'have', 'to', 'do', 'some', 'film', 'stuff', 'my', 'mate', 'and', 'then', 'have', 'to', 'babysit', 'again', 'but', 'you', 'can', 'call', 'me', 'there', 'xx']"
1,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', 'ur', 'mob', 'join', 'the', 'uk', 's', 'largest', 'dogging', 'network', 'by', 'txting', 'moan', 'to', 'nyt', 'eca', 'p', 'msg', 'p']"
0,"['please', 'protect', 'yourself', 'from', 'e', 'threats', 'sib', 'never', 'asks', 'for', 'sensitive', 'information', 'like', 'passwords', 'atm', 'sms', 'pin', 'thru', 'email', 'never', 'share', 'your', 'password', 'with', 'anybody']"
0,"['the', 'last', 'thing', 'i', 'ever', 'wanted', 'to', 'do', 'was', 'hurt', 'you', 'and', 'i', 'didn', 't', 'think', 'it', 'would', 'have', 'you', 'd', 'laugh', 'be', 'embarassed', 'delete', 'the', 'tag', 'and', 'keep', 'going', 'but', 'as', 'far', 'as', 'i', 'knew', 'it', 'wasn', 't', 'even', 'up', 'the', 'fact', 'that', 'you', 'even', 'felt', 'like', 'i', 'would', 'do', 'it', 'to', 'hurt', 'you', 'shows', 'you', 'really', 'don', 't', 'know', 'me', 'at', 'all', 'it', 'was', 'messy', 'wednesday', 'but', 'it', 'wasn', 't', 'bad', 'the', 'problem', 'i', 'have', 'with', 'it', 'is', 'you', 'have', 'the', 'time', 'to', 'clean', 'it', 'but', 'you', 'choose', 'not', 'to', 'you', 'skype', 'you', 'take', 'pictures', 'you', 'sleep', 'you', 'want', 'to', 'go', 'out', 'i', 'don', 't', 'mind', 'a', 'few', 'things', 'here', 'and', 'there', 'but', 'when', 'you', 'don', 't', 'make', 'the', 'bed', 'when', 'you', 'throw', 'laundry', 'on', 'top', 'of', 'it', 'when', 'i', 'can', 't', 'have', 'a', 'friend', 'in', 'the', 'house', 'because', 'i', 'm', 'embarassed', 'that', 'there', 's', 'underwear', 'and', 'bras', 'strewn', 'on', 'the', 'bed', 'pillows', 'on', 'the', 'floor', 'that', 's', 'something', 'else', 'you', 'used', 'to', 'be', 'good', 'about', 'at', 'least', 'making', 'the', 'bed']"
0,"['me', 'sef', 'dey', 'laugh', 'you', 'meanwhile', 'how', 's', 'my', 'darling', 'anjie']"
0,"['he', 'also', 'knows', 'about', 'lunch', 'menu', 'only', 'da', 'i', 'know']"
0,"['hope', 'this', 'text', 'meets', 'you', 'smiling', 'if', 'not', 'then', 'let', 'this', 'text', 'give', 'you', 'a', 'reason', 'to', 'smile', 'have', 'a', 'beautiful', 'day']"
0,"['awesome', 'how', 'do', 'i', 'deal', 'with', 'the', 'gate', 'charles', 'told', 'me', 'last', 'night', 'but', 'uh', 'yeah']"
1,"['hmv', 'bonus', 'special', 'pounds', 'of', 'genuine', 'hmv', 'vouchers', 'to', 'be', 'won', 'just', 'answer', 'easy', 'questions', 'play', 'now', 'send', 'hmv', 'to', 'more', 'info', 'www', 'percent', 'real', 'com']"
0,"['taka', 'lor', 'wat', 'time', 'u', 'wan', 'come', 'n', 'look', 'us']"
0,"['cool', 'so', 'how', 'come', 'you', 'havent', 'been', 'wined', 'and', 'dined', 'before']"
1,"['please', 'call', 'amanda', 'with', 'regard', 'to', 'renewing', 'or', 'upgrading', 'your', 'current', 't', 'mobile', 'handset', 'free', 'of', 'charge', 'offer', 'ends', 'today', 'tel', 'subject', 'to', 't', 's', 'and', 'c', 's']"
0,"['is', 'there', 'a', 'reason', 'we', 've', 'not', 'spoken', 'this', 'year', 'anyways', 'have', 'a', 'great', 'week', 'and', 'all', 'the', 'best', 'in', 'your', 'exam']"
0,"['lul', 'im', 'gettin', 'some', 'juicy', 'gossip', 'at', 'the', 'hospital', 'two', 'nurses', 'are', 'talking', 'about', 'how', 'fat', 'they', 'are', 'gettin', 'and', 'one', 'thinks', 'shes', 'obese', 'oyea']"
0,"['oh', 'lk', 'tt', 'den', 'we', 'take', 'e', 'one', 'tt', 'ends', 'at', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso', 'can']"
0,"['good', 'morning', 'plz', 'call', 'me', 'sir']"
0,"['ã', 'ã', 'all', 'write', 'or', 'wat']"
0,"['hi', 'hope', 'ur', 'day', 'good', 'back', 'from', 'walk', 'table', 'booked', 'for', 'half', 'eight', 'let', 'me', 'know', 'when', 'ur', 'coming', 'over']"
1,"['free', 'message', 'activate', 'your', 'free', 'text', 'messages', 'by', 'replying', 'to', 'this', 'message', 'with', 'the', 'word', 'free', 'for', 'terms', 'conditions', 'visit', 'www', 'com']"
0,"['yes', 'they', 'replied', 'my', 'mail', 'i', 'm', 'going', 'to', 'the', 'management', 'office', 'later', 'plus', 'will', 'in', 'to', 'bank', 'later', 'also', 'or', 'on', 'wednesday']"
0,['ok']
1,"['mila', 'age', 'blonde', 'new', 'in', 'uk', 'i', 'look', 'sex', 'with', 'uk', 'guys', 'if', 'u', 'like', 'fun', 'with', 'me', 'text', 'mtalk', 'to', 'pp', 'txt', 'st', 'free', 'ã', 'â', 'increments', 'help']"
0,"['i', 'didn', 't', 'get', 'the', 'second', 'half', 'of', 'that', 'message']"
0,"['i', 've', 'reached', 'sch', 'already']"
0,"['i', 'm', 'back', 'lemme', 'know', 'when', 'you', 're', 'ready']"
0,"['no', 'messages', 'on', 'her', 'phone', 'i', 'm', 'holding', 'it', 'now']"
0,"['sorry', 'i', 'will', 'be', 'able', 'to', 'get', 'to', 'you', 'see', 'you', 'in', 'the', 'morning']"
0,"['all', 'will', 'come', 'alive', 'better', 'correct', 'any', 'good', 'looking', 'figure', 'there', 'itself']"
1,"['this', 'message', 'is', 'free', 'welcome', 'to', 'the', 'new', 'improved', 'sex', 'dogging', 'club', 'to', 'unsubscribe', 'from', 'this', 'service', 'reply', 'stop', 'msgs', 'p', 'only']"
0,"['you', 'said', 'not', 'now', 'no', 'problem', 'when', 'you', 'can', 'let', 'me', 'know']"
0,"['as', 'usual', 'u', 'can', 'call', 'me', 'ard', 'smth']"
0,"['in', 'other', 'news', 'after', 'hassling', 'me', 'to', 'get', 'him', 'weed', 'for', 'a', 'week', 'andres', 'has', 'no', 'money', 'haughaighgtujhyguj']"
0,"['good', 'morning', 'my', 'dear', 'shijutta', 'have', 'a', 'great', 'amp', 'successful', 'day']"
0,"['its', 'a', 'great', 'day', 'do', 'have', 'yourself', 'a', 'beautiful', 'one']"
0,"['yes', 'he', 'have', 'good', 'crickiting', 'mind']"
0,"['â', 'ã', '_', 'and', 'donâ', 'ã', 'ã', 't', 'worry', 'weâ', 'ã', 'ã', 'll', 'have', 'finished', 'by', 'march', 'â', 'ã', '_', 'ish']"
0,"['your', 'opinion', 'about', 'me', 'over', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'not', 'matured', 'stylish', 'simple', 'pls', 'reply']"
0,"['you', 'only', 'hate', 'me', 'you', 'can', 'call', 'any', 'but', 'you', 'didnt', 'accept', 'even', 'a', 'single', 'call', 'of', 'mine', 'or', 'even', 'you', 'messaged']"
1,"['twinks', 'bears', 'scallies', 'skins', 'and', 'jocks', 'are', 'calling', 'now', 'don', 't', 'miss', 'the', 'weekend', 's', 'fun', 'call', 'at', 'p', 'min', 'stop', 'texts', 'call', 'nat', 'rate']"
0,"['good', 'night', 'my', 'dear', 'sleepwell', 'amp', 'take', 'care']"
1,"['as', 'a', 'registered', 'optin', 'subscriber', 'ur', 'draw', 'ã', 'â', 'gift', 'voucher', 'will', 'be', 'entered', 'on', 'receipt', 'of', 'a', 'correct', 'ans', 'to', 'whats', 'no', 'in', 'the', 'bbc', 'charts']"
0,"['hi', 'happy', 'new', 'year', 'i', 'dont', 'mean', 'to', 'intrude', 'but', 'can', 'you', 'pls', 'let', 'me', 'know', 'how', 'much', 'tuition', 'you', 'paid', 'last', 'semester', 'and', 'how', 'much', 'this', 'semester', 'is', 'thanks']"
1,"['warner', 'village', 'c', 'colin', 'farrell', 'in', 'swat', 'this', 'wkend', 'warner', 'village', 'get', 'free', 'med', 'popcorn', 'just', 'show', 'msg', 'ticket', 'kiosk', 'valid', 'c', 't', 'c', 'kiosk', 'reply', 'sony', 'mre', 'film', 'offers']"
0,"['lil', 'fever', 'now', 'fine']"
0,"['yes', 'we', 'were', 'outside', 'for', 'like', 'hours', 'and', 'i', 'called', 'my', 'whole', 'family', 'to', 'wake', 'them', 'up', 'cause', 'it', 'started', 'at', 'am']"
0,"['are', 'we', 'doing', 'the', 'norm', 'tomorrow', 'i', 'finish', 'just', 'a', 'cos', 'of', 'st', 'tests', 'need', 'to', 'sort', 'library', 'stuff', 'out', 'at', 'some', 'point', 'tomo', 'got', 'letter', 'from', 'today', 'access', 'til', 'end', 'march', 'so', 'i', 'better', 'get', 'move', 'on']"
0,[]
0,"['okay', 'good', 'no', 'problem', 'and', 'thanx']"
0,"['nobody', 'can', 'decide', 'where', 'to', 'eat', 'and', 'dad', 'wants', 'chinese']"
0,"['gam', 'gone', 'after', 'outstanding', 'innings']"
0,"['hey', 'are', 'you', 'going', 'to', 'quit', 'soon', 'xuhui', 'and', 'i', 'working', 'till', 'end', 'of', 'the', 'month']"
0,"['i', 'might', 'go', 'sch', 'yar', 'at', 'e', 'salon', 'now', 'v', 'boring']"
0,"['i', 'dont', 'have', 'that', 'much', 'image', 'in', 'class']"
1,"['ur', 'awarded', 'a', 'city', 'break', 'and', 'could', 'win', 'a', 'ã', 'â', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', 'to', 'skilgme', 'tscswinawk', 'age', 'ã', 'â', 'perwksub']"
1,"['thesmszone', 'com', 'lets', 'you', 'send', 'free', 'anonymous', 'and', 'masked', 'messages', 'im', 'sending', 'this', 'message', 'from', 'there', 'do', 'you', 'see', 'the', 'potential', 'for', 'abuse']"
0,"['love', 'you', 'aathi', 'love', 'u', 'lot']"
0,"['where', 's', 'mummy', 's', 'boy', 'is', 'he', 'being', 'good', 'or', 'bad', 'is', 'he', 'being', 'positive', 'or', 'negative', 'why', 'is', 'mummy', 'being', 'made', 'to', 'wait', 'hmmmm']"
1,"['your', 'account', 'for', 'xxxxxxxxx', 'shows', 'unredeemed', 'points', 'to', 'claim', 'call', 'identifier', 'code', 'xxxxx', 'expires']"
0,"['life', 'is', 'more', 'strict', 'than', 'teacher', 'bcoz', 'teacher', 'teaches', 'lesson', 'amp', 'then', 'conducts', 'exam', 'but', 'life', 'first', 'conducts', 'exam', 'amp', 'then', 'teaches', 'lessons', 'happy', 'morning']"
0,"['don', 'know', 'he', 'is', 'watching', 'film', 'in', 'computer']"
1,"['this', 'is', 'the', 'nd', 'time', 'we', 'have', 'tried', 'contact', 'u', 'u', 'have', 'won', 'the', 'pound', 'prize', 'claim', 'is', 'easy', 'call', 'now', 'only', 'p', 'per', 'min', 'bt', 'national', 'rate']"
0,"['if', 'i', 'not', 'meeting', 'ã', '_', 'all', 'rite', 'then', 'i', 'll', 'go', 'home', 'lor', 'if', 'ã', '_', 'dun', 'feel', 'like', 'comin', 'it', 's', 'ok']"
0,"['give', 'one', 'miss', 'from', 'that', 'number', 'please']"
0,"['sorry', 'to', 'trouble', 'u', 'again', 'can', 'buy', 'd', 'for', 'my', 'dad', 'again', 'all', 'big', 'small', 'sat', 'n', 'sun', 'thanx']"
0,"['eh', 'u', 'remember', 'how', 'spell', 'his', 'name', 'yes', 'i', 'did', 'he', 'v', 'naughty', 'make', 'until', 'i', 'v', 'wet']"
1,"['gr', 'new', 'service', 'live', 'sex', 'video', 'chat', 'on', 'your', 'mob', 'see', 'the', 'sexiest', 'dirtiest', 'girls', 'live', 'on', 'ur', 'phone', 'details', 'text', 'horny', 'to', 'to', 'cancel', 'send', 'stop', 'to']"
0,"['dont', 'think', 'you', 'need', 'yellow', 'card', 'for', 'uk', 'travel', 'ask', 'someone', 'that', 'has', 'gone', 'before', 'if', 'you', 'do', 'its', 'just', 'lt', 'gt', 'bucks']"
1,"['rgent', 'this', 'is', 'the', 'nd', 'attempt', 'to', 'contact', 'u', 'u', 'have', 'won', 'ã', 'â', 'call', 'b', 't', 'csbcmwcnxx', 'callcost', 'ppm', 'mobilesvary', 'maxã', 'â']"
0,"['sorry', 'i', 'll', 'call', 'later']"
0,"['height', 'of', 'confidence', 'all', 'the', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'they', 'wer', 'askd', 'sit', 'in', 'an', 'aeroplane', 'aftr', 'they', 'sat', 'they', 'wer', 'told', 'dat', 'the', 'plane', 'ws', 'made', 'by', 'their', 'students', 'dey', 'all', 'hurried', 'out', 'of', 'd', 'plane', 'bt', 'only', 'didnt', 'move', 'he', 'said', 'if', 'it', 'is', 'made', 'by', 'my', 'students']"
0,"['i', 'see', 'the', 'letter', 'b', 'on', 'my', 'car']"
1,"['hi', 'its', 'lucy', 'hubby', 'at', 'meetins', 'all', 'day', 'fri', 'i', 'will', 'b', 'alone', 'at', 'hotel', 'u', 'fancy', 'cumin', 'over', 'pls', 'leave', 'msg', 'day', 'lucy', 'x', 'callsã', 'â', 'minmobsmorelkpoboxhpfl']"
0,"['tunde', 'how', 'are', 'you', 'doing', 'this', 'is', 'just', 'wishing', 'you', 'a', 'great', 'day', 'abiola']"
0,"['then', 'ur', 'physics', 'get', 'a']"
0,"['s', 'from', 'the', 'training', 'manual', 'it', 'show', 'there', 'is', 'no', 'tech', 'process', 'its', 'all', 'about', 'password', 'reset', 'and', 'troubleshooting']"
0,"['somewhere', 'out', 'there', 'beneath', 'the', 'pale', 'moon', 'light', 'someone', 'think', 'in', 'of', 'u', 'some', 'where', 'out', 'there', 'where', 'dreams', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dreams']"
0,"['also', 'that', 'chat', 'was', 'awesome', 'but', 'don', 't', 'make', 'it', 'regular', 'unless', 'you', 'can', 'see', 'her', 'in', 'person']"
0,"['mum', 'not', 'going', 'robinson', 'already']"
0,"['aight', 'that', 'll', 'work', 'thanks']"
0,"['that', 'day', 'ã', '_', 'say', 'ã', '_', 'cut', 'ur', 'hair', 'at', 'paragon', 'is', 'it', 'called', 'hair', 'sense', 'do', 'ã', '_', 'noe', 'how', 'much', 'is', 'a', 'hair', 'cut']"
0,"['he', 'neva', 'grumble', 'but', 'i', 'sad', 'lor', 'hee', 'buy', 'tmr', 'lor', 'aft', 'lunch', 'but', 'we', 'still', 'meetin', 'lunch', 'tmr', 'a', 'not', 'neva', 'hear', 'fr', 'them', 'lei', 'ã', 'ã', 'got', 'a', 'lot', 'of', 'work', 'ar']"
0,"['you', 'didn', 't', 'hear', 'it', 'from', 'me']"
0,"['sac', 'needs', 'to', 'carry', 'on']"
0,"['wow', 'v', 'v', 'impressed', 'have', 'funs', 'shopping']"
0,"['i', 'think', 'your', 'mentor', 'is', 'but', 'not', 'percent', 'sure']"
0,"['goodmorning', 'today', 'i', 'am', 'late', 'for', 'hrs', 'because', 'of', 'back', 'pain']"
0,"['only', 'once', 'then', 'after', 'ill', 'obey', 'all', 'yours']"
0,"['really', 'do', 'hope', 'the', 'work', 'doesnt', 'get', 'stressful', 'have', 'a', 'gr', 'day']"
0,"['i', 'm', 'really', 'not', 'up', 'to', 'it', 'still', 'tonight', 'babe']"
0,"['oh', 'yeah', 'clearly', 'it', 's', 'my', 'fault']"
0,"['nothing', 'will', 'ever', 'be', 'easy', 'but', 'don', 't', 'be', 'looking', 'for', 'a', 'reason', 'not', 'to', 'take', 'a', 'risk', 'on', 'life', 'and', 'love']"
1,"['congrats', 'mobile', 'g', 'videophones', 'r', 'yours', 'call', 'now', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx', 'ip', 'we', 'pm']"
0,"['ard', 'lor']"
1,"['ever', 'thought', 'about', 'living', 'a', 'good', 'life', 'with', 'a', 'perfect', 'partner', 'just', 'txt', 'back', 'name', 'and', 'age', 'to', 'join', 'the', 'mobile', 'community', 'p', 'sms']"
0,"['i', 'm', 'fine', 'hope', 'you', 'are', 'good', 'do', 'take', 'care']"
0,"['hey', 'they', 'r', 'not', 'watching', 'movie', 'tonight', 'so', 'i', 'll', 'prob', 'b', 'home', 'early']"
0,"['cool', 'want', 'me', 'to', 'go', 'to', 'kappa', 'or', 'should', 'i', 'meet', 'you', 'outside', 'mu']"
0,"['yes', 'see', 'ya', 'not', 'on', 'the', 'dot']"
0,"['yup', 'ok']"
0,"['i', 'absolutely', 'love', 'south', 'park', 'i', 'only', 'recently', 'started', 'watching', 'the', 'office']"
0,"['no', 'she', 'didnt', 'i', 'will', 'search', 'online', 'and', 'let', 'you', 'know']"
0,"['ã', 'ã', 'called', 'dad', 'oredi']"
0,"['oh', 'ho', 'is', 'this', 'the', 'first', 'time', 'u', 'use', 'these', 'type', 'of', 'words']"
0,"['no', 'she', 's', 'currently', 'in', 'scotland', 'for', 'that']"
0,"['happy', 'birthday', 'to', 'you', 'dear', 'with', 'lots', 'of', 'love', 'rakhesh', 'nri']"
0,"['am', 'going', 'to', 'take', 'bath', 'ill', 'place', 'the', 'key', 'in', 'window']"
0,"['if', 'we', 'win', 'its', 'really', 'no', 'side', 'for', 'long', 'time']"
0,"['leaving', 'to', 'qatar', 'tonite', 'in', 'search', 'of', 'an', 'opportunity', 'all', 'went', 'fast', 'pls', 'add', 'me', 'in', 'ur', 'prayers', 'dear', 'rakhesh']"
0,"['hello', 'thanx', 'for', 'taking', 'that', 'call', 'i', 'got', 'a', 'job', 'starts', 'on', 'monday']"
0,"['hi', 'babe', 'uawake', 'feellikw', 'shit', 'justfound', 'out', 'via', 'aletter', 'thatmum', 'gotmarried', 'thnov', 'behind', 'ourbacks', 'ã', 'ã', 'fuckinnice', 'selfish']"
0,"['dai', 'what', 'this', 'da', 'can', 'i', 'send', 'my', 'resume', 'to', 'this', 'id']"
0,"['if', 'you', 're', 'thinking', 'of', 'lifting', 'me', 'one', 'then', 'no']"
0,"['ok', 'sweet', 'dreams']"
1,"['do', 'you', 'want', 'anytime', 'any', 'network', 'mins', 'text', 'and', 'a', 'new', 'video', 'phone', 'for', 'only', 'five', 'pounds', 'per', 'week', 'call', 'now', 'or', 'reply', 'for', 'delivery', 'tomorrow']"
0,"['u', 'still', 'havent', 'got', 'urself', 'a', 'jacket', 'ah']"
0,"['hows', 'the', 'pain', 'dear', 'y', 'r', 'u', 'smiling']"
0,"['happy', 'new', 'year', 'my', 'no', 'man']"
0,"['you', 'best', 'watch', 'what', 'you', 'say', 'cause', 'i', 'get', 'drunk', 'as', 'a', 'motherfucker']"
0,"['k', 'i', 'will', 'sent', 'it', 'again']"
0,"['boooo', 'you', 'always', 'work', 'just', 'quit']"
0,"['ok', 'take', 'care', 'umma', 'to', 'you', 'too']"
0,"['die', 'i', 'accidentally', 'deleted', 'e', 'msg', 'i', 'suppose', 'put', 'in', 'e', 'sim', 'archive', 'haiz', 'i', 'so', 'sad']"
0,"['we', 'can', 'go', 'e', 'normal', 'pilates', 'after', 'our', 'intro']"
0,"['i', 'think', 'u', 'have', 'the', 'wrong', 'number']"
0,"['okay', 'name', 'ur', 'price', 'as', 'long', 'as', 'its', 'legal', 'wen', 'can', 'i', 'pick', 'them', 'up', 'y', 'u', 'ave', 'x', 'ams', 'xx']"
0,"['i', 'had', 'askd', 'u', 'a', 'question', 'some', 'hours', 'before', 'its', 'answer']"
1,"['i', 'd', 'like', 'to', 'tell', 'you', 'my', 'deepest', 'darkest', 'fantasies', 'call', 'me', 'just', 'p', 'min', 'to', 'stop', 'texts', 'call', 'nat', 'rate']"
0,"['we', 'r', 'outside', 'already']"
0,"['he', 'is', 'impossible', 'to', 'argue', 'with', 'and', 'he', 'always', 'treats', 'me', 'like', 'his', 'sub', 'like', 'he', 'never', 'released', 'me', 'which', 'he', 'did', 'and', 'i', 'will', 'remind', 'him', 'of', 'that', 'if', 'necessary']"
0,"['why', 'are', 'u', 'up', 'so', 'early']"
1,"['wow', 'the', 'boys', 'r', 'back', 'take', 'that', 'uk', 'tour', 'win', 'vip', 'tickets', 'pre', 'book', 'with', 'vip', 'club', 'txt', 'club', 'to', 'trackmarque', 'ltd', 'info', 'vipclubu']"
0,"['aight', 'do', 'you', 'still', 'want', 'to', 'get', 'money']"
0,"['sorry', 'i', 'll', 'call', 'you', 'later', 'i', 'am', 'in', 'meeting', 'sir']"
1,"['a', 'ã', 'â', 'xmas', 'reward', 'is', 'waiting', 'for', 'you', 'our', 'computer', 'has', 'randomly', 'picked', 'you', 'from', 'our', 'loyal', 'mobile', 'customers', 'to', 'receive', 'a', 'ã', 'â', 'reward', 'just', 'call']"
0,"['ok', 'which', 'your', 'another', 'number']"
0,"['very', 'hurting', 'n', 'meaningful', 'lines', 'ever', 'i', 'compromised', 'everything', 'for', 'my', 'love']"
0,"['when', 'u', 'love', 'someone', 'dont', 'make', 'them', 'to', 'love', 'u', 'as', 'much', 'as', 'u', 'do', 'but', 'love', 'them', 'so', 'much', 'that', 'they', 'dont', 'want', 'to', 'be', 'loved', 'by', 'anyone', 'except', 'you', 'gud', 'nit']"
0,"['dont', 'worry', 'i', 'guess', 'he', 's', 'busy']"
0,"['hi', 'good', 'mornin', 'thanku', 'wish', 'u', 'd', 'same']"
0,"['good', 'afternoon', 'babe', 'how', 'goes', 'that', 'day', 'any', 'job', 'prospects', 'yet', 'i', 'miss', 'you', 'my', 'love', 'sighs']"
0,"['alright', 'we', 'll', 'bring', 'it', 'to', 'you', 'see', 'you', 'in', 'like', 'lt', 'gt', 'mins']"
